key,types,level_one,level_two
"52.69,-1.17",street_address,Thurcaston,England
"52.69,-1.18",premise,Cropston,England
"52.69,-1.98",street_address,Heath Hayes,England
"52.69,-1.99",street_address,Cannock,England
"52.69,-2.00",premise,Cannock,England
"52.69,-2.02",street_address,Stoney Croft,England
"52.69,-2.03",street_address,Cannock,England
"52.69,-2.75",establishment,Shropshire,England
"52.69,-2.76",street_address,Shrewsbury,England
"52.70,-1.99",street_address,Hednesford,England
"52.70,-2.00",premise,Hednesford,England
"52.70,-2.02",premise,Cannock,England
"52.70,-2.03",premise,Cannock,England
"52.70,-2.74",premise,Shrewsbury,England
"52.70,-2.75",premise,Shrewsbury,England
"52.70,-2.78",premise,Shrewsbury,England
"52.70,-2.79",street_address,Shrewsbury,England
"52.70,5.73",establishment,Emmeloord,Flevoland
"52.71,-2.02",street_address,Hednesford,England
"52.71,-2.11",route,Stafford,England
"52.71,-2.12",street_address,Penkridge,England
"52.71,-2.13",route,Stafford,England
"52.71,-2.79",premise,Shrewsbury,England
"52.71,5.72",street_address,Emmeloord,Flevoland
"52.71,5.73",street_address,Emmeloord,Flevoland
"52.72,-2.13",establishment,Penkridge,England
"52.73,-1.99",route,Staffordshire,England
"52.74,-2.00",street_address,Cannock,England
"52.75,-1.55",route,Leicestershire,England
"52.75,-1.92",premise,Rugeley,England
"52.76,-1.55",street_address,Swadlincote,England
"52.76,-1.92",postal_code,Staffordshire,England
"52.80,-2.11",route,Staffordshire,England
"52.83,-6.92",street_address,Carlow,County Carlow
"52.83,4.75",route,Schagen,Noord-Holland
"52.85,9.59",street_address,Walsrode,Niedersachsen
"52.85,9.60",street_address,Walsrode,Niedersachsen
"52.86,9.59",street_address,Walsrode,Niedersachsen
"52.86,9.60",establishment,Walsrode,Niedersachsen
"52.87,18.78",establishment,Ciechocinek,kujawsko-pomorskie
"52.87,18.79",street_address,Ciechocinek,kujawsko-pomorskie
"52.87,18.80",street_address,Ciechocinek,kujawsko-pomorskie
"52.88,18.79",street_address,Ciechocinek,kujawsko-pomorskie
"52.88,18.80",street_address,Ciechocinek,kujawsko-pomorskie
"52.89,-7.66",route,County Laois,County Laois
"52.94,-1.13",street_address,West Bridgford,England
"52.97,6.95",street_address,Nieuw-Buinen,Drenthe
"52.97,6.96",street_address,Nieuw-Buinen,Drenthe
"52.98,6.95",street_address,Stadskanaal,Groningen
"52.99,6.54",premise,Assen,Drenthe
"52.99,6.55",route,Assen,Drenthe
"52.99,6.56",premise,Assen,Drenthe
"52.99,6.57",premise,Assen,Drenthe
"53.00,18.60",establishment,Piaski,kujawsko-pomorskie
"53.00,18.61",street_address,Piaski,kujawsko-pomorskie
"53.00,6.54",street_address,Assen,Drenthe
"53.00,6.55",premise,Assen,Drenthe
"53.00,6.56",premise,Assen,Drenthe
"53.01,18.60",street_address,Stare Miasto,kujawsko-pomorskie
"53.01,18.61",establishment,Stare Miasto,kujawsko-pomorskie
"53.01,6.56",establishment,Assen,Drenthe
"53.07,8.79",street_address,Neustadt,Bremen
"53.07,8.80",establishment,Neustadt,Bremen
"53.07,8.81",establishment,Bremen,Bremen
"53.08,8.80",establishment,Mitte,Bremen
"53.08,8.81",establishment,Mitte,Bremen
"53.09,8.77",street_address,Walle,Bremen
"53.09,8.78",street_address,Walle,Bremen
"53.09,8.79",premise,Walle,Bremen
"53.09,8.80",street_address,Findorff,Bremen
"53.09,8.81",establishment,Findorff,Bremen
"53.10,18.01",street_address,Bydgoszcz,kujawsko-pomorskie
"53.10,18.02",premise,Bydgoszcz,kujawsko-pomorskie
"53.10,18.03",street_address,Bydgoszcz,kujawsko-pomorskie
"53.10,18.04",establishment,Bydgoszcz,kujawsko-pomorskie
"53.10,18.05",street_address,Bydgoszcz,kujawsko-pomorskie
"53.10,8.78",street_address,Walle,Bremen
"53.11,17.99",street_address,Bydgoszcz,kujawsko-pomorskie
"53.11,18.00",street_address,Bydgoszcz,kujawsko-pomorskie
"53.11,18.01",street_address,Bydgoszcz,kujawsko-pomorskie
"53.11,18.02",street_address,Bydgoszcz,kujawsko-pomorskie
"53.11,18.03",establishment,Bydgoszcz,kujawsko-pomorskie
"53.11,18.04",establishment,Bydgoszcz,kujawsko-pomorskie
"53.12,17.97",establishment,Bydgoszcz,kujawsko-pomorskie
"53.12,17.98",street_address,Bydgoszcz,kujawsko-pomorskie
"53.12,17.99",street_address,Bydgoszcz,kujawsko-pomorskie
"53.12,18.00",street_address,Bydgoszcz,kujawsko-pomorskie
"53.12,18.01",premise,Bydgoszcz,kujawsko-pomorskie
"53.12,18.03",street_address,Bydgoszcz,kujawsko-pomorskie
"53.12,18.04",street_address,Bydgoszcz,kujawsko-pomorskie
"53.12,18.05",establishment,Bydgoszcz,kujawsko-pomorskie
"53.12,18.06",street_address,Bydgoszcz,kujawsko-pomorskie
"53.12,18.07",street_address,Bydgoszcz,kujawsko-pomorskie
"53.13,0.34",premise,Skegness,England
"53.13,17.91",route,bydgoski,kujawsko-pomorskie
"53.13,17.99",street_address,Bydgoszcz,kujawsko-pomorskie
"53.13,18.00",establishment,Bydgoszcz,kujawsko-pomorskie
"53.13,18.02",book_store,Bydgoszcz,kujawsko-pomorskie
"53.13,18.05",premise,Bydgoszcz,kujawsko-pomorskie
"53.14,0.34",premise,Sandbeck Avenue,England
"53.14,0.35",route,Lincolnshire,England
"53.14,17.90",street_address,Bydgoszcz,kujawsko-pomorskie
"53.14,17.91",street_address,Bydgoszcz,kujawsko-pomorskie
"53.14,17.92",establishment,Bydgoszcz,kujawsko-pomorskie
"53.14,18.02",street_address,Bydgoszcz,kujawsko-pomorskie
"53.14,18.12",establishment,Fordon,kujawsko-pomorskie
"53.14,18.13",street_address,Bydgoszcz,kujawsko-pomorskie
"53.15,0.34",establishment,Lincolnshire,England
"53.15,18.12",street_address,Fordon,kujawsko-pomorskie
"53.15,18.13",premise,Fordon,kujawsko-pomorskie
"53.15,18.14",establishment,Fordon,kujawsko-pomorskie
"53.15,18.15",establishment,Fordon,kujawsko-pomorskie
"53.15,18.16",street_address,Fordon,kujawsko-pomorskie
"53.15,18.17",street_address,Fordon,kujawsko-pomorskie
"53.15,18.18",street_address,Fordon,kujawsko-pomorskie
"53.15,6.73",premise,Hoogezand,Groningen
"53.16,18.03",establishment,Bydgoszcz,kujawsko-pomorskie
"53.16,18.15",premise,Fordon,kujawsko-pomorskie
"53.16,18.16",premise,Fordon,kujawsko-pomorskie
"53.17,18.16",premise,Fordon,kujawsko-pomorskie
"53.18,-105.74",establishment,Prince Albert,Saskatchewan
"53.18,-105.75",street_address,Prince Albert,Saskatchewan
"53.18,-105.76",premise,2 Avenue West,Saskatchewan
"53.18,0.35",bus_station,Skegness,England
"53.19,-1.96",route,Staffordshire,England
"53.19,-105.70",street_address,Prince Albert,Saskatchewan
"53.19,-105.75",premise,Prince Albert,Saskatchewan
"53.19,-105.76",premise,Prince Albert,Saskatchewan
"53.19,-105.77",premise,Prince Albert,Saskatchewan
"53.19,-2.92",premise,Chester,England
"53.19,-2.93",premise,Higher Ferry,Wales
"53.20,-105.73",street_address,Prince Albert,Saskatchewan
"53.20,-105.75",accounting,Prince Albert,Saskatchewan
"53.20,-105.76",doctor,Prince Albert,Saskatchewan
"53.20,-105.77",street_address,Prince Albert,Saskatchewan
"53.20,-105.78",street_address,Prince Albert,Saskatchewan
"53.20,-2.93",premise,Blacon,England
"53.21,-114.96",street_address,Drayton Valley,Alberta
"53.21,-114.97",street_address,Drayton Valley,Alberta
"53.21,-114.98",street_address,Drayton Valley,Alberta
"53.21,0.34",premise,Chapel Saint Leonards,England
"53.21,18.03",street_address,Maksymilianowo,kujawsko-pomorskie
"53.22,-114.97",street_address,Drayton Valley,Alberta
"53.22,-114.98",street_address,Drayton Valley,Alberta
"53.22,0.33",street_address,Chapel Saint Leonards,England
"53.25,-2.88",route,Cheshire West and Chester,England
"53.26,-2.87",route,Cheshire West and Chester,England
"53.26,-2.88",route,Cheshire West and Chester,England
"53.27,-6.27",establishment,County Dublin,County Dublin
"53.28,-2.71",premise,Frodsham,England
"53.28,-2.72",route,Cheshire West and Chester,England
"53.28,-2.73",street_address,Frodsham,England
"53.28,-6.26",street_address,Ballinteer,County Dublin
"53.28,-6.27",street_address,Rathfarnham,County Dublin
"53.29,-2.71",premise,Frodsham,England
"53.29,-2.72",street_address,Frodsham,England
"53.30,-1.10",premise,Worksop,England
"53.30,-1.11",street_address,Worksop,England
"53.30,0.28",street_address,Sutton on Sea,England
"53.31,0.28",street_address,Sutton on Sea,England
"53.32,-113.72",route,Leduc County,Alberta
"53.32,-113.73",route,Leduc County,Alberta
"53.33,-6.25",street_address,Ballsbridge,County Dublin
"53.34,-2.72",premise,Runcorn,England
"53.34,-2.73",route,Borough of Halton,England
"53.34,-2.74",route,Borough of Halton,England
"53.34,-2.85",premise,Speke,England
"53.34,-2.86",premise,Owen Drive,England
"53.35,-6.25",street_address,Harbourmaster Place,County Dublin
"53.36,-113.73",street_address,Saint Lawrence Avenue,Alberta
"53.36,-3.18",route,Wirral,England
"53.36,-8.00",route,Ireland,County Roscommon
"53.36,-8.01",route,Ireland,County Roscommon
"53.36,-8.06",route,Ireland,County Roscommon
"53.36,-8.07",route,County Roscommon,County Roscommon
"53.36,14.64",route,Województwo zachodniopomorskie,Województwo zachodniopomorskie
"53.36,14.65",route,Województwo zachodniopomorskie,Województwo zachodniopomorskie
"53.37,-3.18",street_address,West Kirby,England
"53.37,14.62",route,Szczecin,Województwo zachodniopomorskie
"53.37,14.64",establishment,Prawobrzeże,Województwo zachodniopomorskie
"53.39,-2.84",street_address,Liverpool,England
"53.39,-2.85",establishment,Merseyside,England
"53.39,-2.98",street_address,Liverpool,England
"53.39,-2.99",route,Merseyside,England
"53.39,-3.06",street_address,Birkenhead,England
"53.39,-3.18",premise,Hoylake,England
"53.40,-2.98",street_address,Liverpool,England
"53.40,-2.99",establishment,England,England
"53.40,-3.11",premise,Wirral,England
"53.40,-3.12",premise,Greasby,England
"53.41,-2.52",route,Warrington,England
"53.41,-2.53",establishment,Warrington,England
"53.41,-2.62",street_address,Warrington,England
"53.41,-3.12",establishment,Merseyside,England
"53.41,14.53",street_address,Szczecin,Województwo zachodniopomorskie
"53.41,14.54",street_address,Szczecin,Województwo zachodniopomorskie
"53.42,-2.50",route,Warrington,England
"53.42,-2.51",street_address,Birchwood,England
"53.42,-2.52",premise,Birchwood,England
"53.42,-2.53",establishment,Warrington,England
"53.42,-2.94",establishment,Liverpool,England
"53.42,14.54",premise,Szczecin,Województwo zachodniopomorskie
"53.42,14.55",street_address,Szczecin,Województwo zachodniopomorskie
"53.42,14.56",campground,Celna,Województwo zachodniopomorskie
"53.43,-113.60",street_address,Ambleside,Alberta
"53.43,-2.64",premise,Burtonwood,England
"53.43,-2.65",premise,Burtonwood,England
"53.43,-2.68",premise,Saint Helens,England
"53.43,-2.69",premise,Saint Helens,England
"53.43,-2.70",premise,Saint Helens,England
"53.43,-2.71",street_address,Saint Helens,England
"53.43,-2.72",establishment,Merseyside,England
"53.43,-2.73",premise,Merseyside,England
"53.43,-3.03",street_address,Wallasey,England
"53.43,-3.04",premise,Wallasey,England
"53.43,14.51",establishment,Szczecin,Województwo zachodniopomorskie
"53.43,14.53",street_address,Szczecin,Województwo zachodniopomorskie
"53.43,14.54",street_address,Szczecin,Województwo zachodniopomorskie
"53.43,14.55",street_address,Szczecin,Województwo zachodniopomorskie
"53.44,-0.39",route,Lincolnshire,England
"53.44,-2.71",premise,Saint Helens,England
"53.44,-2.72",establishment,Merseyside,England
"53.44,-2.73",route,Merseyside,England
"53.44,-2.74",street_address,Saint Helens,England
"53.44,-3.03",administrative_area_level_3,England,England
"53.44,-3.04",establishment,Wallasey,England
"53.44,14.50",premise,Szczecin,Województwo zachodniopomorskie
"53.44,14.51",street_address,Henryka Wieniawskiego,Województwo zachodniopomorskie
"53.44,14.52",street_address,Szczecin,Województwo zachodniopomorskie
"53.44,14.53",street_address,Szczecin,Województwo zachodniopomorskie
"53.44,14.54",street_address,Szczecin,Województwo zachodniopomorskie
"53.45,-113.37",street_address,The Meadows,Alberta
"53.45,-113.38",premise,The Meadows,Alberta
"53.45,-2.72",street_address,Saint Helens,England
"53.45,-2.73",premise,Saint Helens,England
"53.45,-2.74",route,Merseyside,England
"53.45,10.00",street_address,Harburg,Hamburg
"53.45,14.52",street_address,Szczecin,Województwo zachodniopomorskie
"53.45,14.53",route,Szczecin,Województwo zachodniopomorskie
"53.46,-113.39",premise,The Meadows,Alberta
"53.46,-113.40",street_address,Mill Woods,Alberta
"53.46,-113.48",establishment,Parsons Industrial,Alberta
"53.46,-113.49",street_address,Parsons Industrial,Alberta
"53.46,-2.67",street_address,Haydock,England
"53.46,-2.68",route,Merseyside,England
"53.46,-2.92",premise,Liverpool,England
"53.46,14.53",street_address,Szczecin,Województwo zachodniopomorskie
"53.47,-113.39",street_address,The Meadows,Alberta
"53.47,-113.40",street_address,Mill Woods,Alberta
"53.47,-2.23",street_address,Manchester,England
"53.47,-2.24",street_address,Manchester,England
"53.47,-2.67",street_address,Haydock,England
"53.47,-2.92",street_address,Liverpool,England
"53.47,12.51",route,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
"53.48,-2.23",street_address,Ducie Street,England
"53.48,-2.25",establishment,England,England
"53.49,-113.49",establishment,Calgary Trail North,Alberta
"53.49,-113.50",premise,Southwest Edmonton,Alberta
"53.49,-2.35",premise,Eccles,England
"53.49,-2.36",premise,Eccles,England
"53.50,-113.75",street_address,Enoch,Alberta
"53.50,-113.76",street_address,Spruce Grove,Alberta
"53.51,-113.44",street_address,Southeast Edmonton,Alberta
"53.51,-113.45",street_address,Southeast Edmonton,Alberta
"53.51,-113.46",street_address,Southeast Edmonton,Alberta
"53.51,-113.47",premise,Southeast Edmonton,Alberta
"53.51,-113.48",establishment,Edmonton,Alberta
"53.51,-113.49",street_address,Southeast Edmonton,Alberta
"53.51,-113.50",street_address,Southwest Edmonton,Alberta
"53.51,-113.52",street_address,Southwest Edmonton,Alberta
"53.51,-113.53",establishment,Southwest Edmonton,Alberta
"53.51,-2.94",establishment,Merseyside,England
"53.51,-2.95",street_address,Liverpool,England
"53.52,-0.09",bus_station,Grimsby,England
"53.52,-0.10",street_address,Waltham,England
"53.52,-113.43",street_address,Kenilworth,Alberta
"53.52,-113.44",street_address,Kenilworth,Alberta
"53.52,-113.45",street_address,Idylwylde,Alberta
"53.52,-113.46",street_address,South Central Edmonton,Alberta
"53.52,-113.47",street_address,South Central Edmonton,Alberta
"53.52,-113.49",street_address,South Central Edmonton,Alberta
"53.52,-113.50",establishment,South Central Edmonton,Alberta
"53.52,-113.51",street_address,South Central Edmonton,Alberta
"53.52,-113.52",street_address,South Central Edmonton,Alberta
"53.52,-113.53",street_address,South Central Edmonton,Alberta
"53.52,-113.56",premise,West Edmonton,Alberta
"53.52,-113.57",premise,West Edmonton,Alberta
"53.52,-113.58",street_address,Jasper Park,Alberta
"53.52,-2.16",premise,Manchester,England
"53.52,-2.17",premise,Manchester,England
"53.52,-2.41",street_address,Worsley,England
"53.53,-0.02",street_address,Humberston,England
"53.53,-0.10",premise,Grimsby,England
"53.53,-113.42",premise,Ottewell,Alberta
"53.53,-113.43",premise,Ottewell,Alberta
"53.53,-113.44",street_address,Ottewell,Alberta
"53.53,-113.48",street_address,South Central Edmonton,Alberta
"53.53,-113.49",street_address,Rossdale,Alberta
"53.53,-113.50",street_address,Rossdale,Alberta
"53.53,-113.51",route,Division No. 11,Alberta
"53.53,-113.52",street_address,River Valley Walterdale,Alberta
"53.53,-113.55",route,Edmonton,Alberta
"53.53,-113.56",street_address,Crestwood,Alberta
"53.53,-113.57",premise,Crestwood,Alberta
"53.53,-113.58",street_address,West Edmonton,Alberta
"53.53,-113.59",premise,West Edmonton,Alberta
"53.53,-113.61",street_address,West Edmonton,Alberta
"53.53,-113.88",street_address,Spruce Grove,Alberta
"53.53,-113.89",street_address,Spruce Grove,Alberta
"53.53,-113.90",street_address,Spruce Grove,Alberta
"53.53,-113.91",street_address,Spruce Grove,Alberta
"53.53,-113.92",route,Division No. 11,Alberta
"53.53,-113.93",street_address,Spruce Grove,Alberta
"53.53,-2.16",route,Oldham,England
"53.53,-2.17",establishment,Chadderton,England
"53.53,-2.18",route,Manchester,England
"53.54,-0.00",street_address,Humberston,England
"53.54,-0.01",premise,Cleethorpes,England
"53.54,-0.02",premise,Cleethorpes,England
"53.54,-0.03",street_address,Cleethorpes,England
"53.54,-113.43",premise,Terrace Heights,Alberta
"53.54,-113.44",street_address,Terrace Heights,Alberta
"53.54,-113.45",street_address,Northeast Edmonton,Alberta
"53.54,-113.47",establishment,Edmonton,Alberta
"53.54,-113.48",street_address,South Central Edmonton,Alberta
"53.54,-113.49",street_address,North Central Edmonton,Alberta
"53.54,-113.50",street_address,North Central Edmonton,Alberta
"53.54,-113.51",street_address,North Central Edmonton,Alberta
"53.54,-113.52",street_address,115 Street Northwest,Alberta
"53.54,-113.53",establishment,North Central Edmonton,Alberta
"53.54,-113.54",establishment,Groat Road Northwest,Alberta
"53.54,-113.55",street_address,West Edmonton,Alberta
"53.54,-113.56",street_address,West Edmonton,Alberta
"53.54,-113.57",street_address,Grovenor,Alberta
"53.54,-113.58",street_address,West Jasper Place,Alberta
"53.54,-113.59",street_address,West Jasper Place,Alberta
"53.54,-113.60",premise,Glenwood,Alberta
"53.54,-113.87",route,Division No. 11,Alberta
"53.54,-113.88",route,Division No. 11,Alberta
"53.54,-113.89",street_address,Spruce Grove,Alberta
"53.54,-113.90",street_address,Spruce Grove,Alberta
"53.54,-113.91",street_address,Spruce Grove,Alberta
"53.54,-113.92",street_address,Spruce Grove,Alberta
"53.54,-113.93",street_address,Spruce Grove,Alberta
"53.55,-0.01",route,North East Lincolnshire,England
"53.55,-0.02",premise,Cleethorpes,England
"53.55,-0.03",street_address,Cleethorpes,England
"53.55,-0.07",premise,Grimsby,England
"53.55,-0.08",premise,Grimsby,England
"53.55,-113.42",street_address,Northeast Edmonton,Alberta
"53.55,-113.43",premise,Capilano,Alberta
"53.55,-113.44",street_address,Northeast Edmonton,Alberta
"53.55,-113.46",premise,Northeast Edmonton,Alberta
"53.55,-113.47",street_address,North Central Edmonton,Alberta
"53.55,-113.48",street_address,Boyle Street,Alberta
"53.55,-113.49",establishment,North Central Edmonton,Alberta
"53.55,-113.50",premise,North Central Edmonton,Alberta
"53.55,-113.51",premise,Queen Mary Park,Alberta
"53.55,-113.52",premise,Queen Mary Park,Alberta
"53.55,-113.53",establishment,Queen Mary Park,Alberta
"53.55,-113.54",street_address,Westmount,Alberta
"53.55,-113.55",street_address,West Edmonton,Alberta
"53.55,-113.56",street_address,West Edmonton,Alberta
"53.55,-113.57",street_address,Grovenor,Alberta
"53.55,-113.58",premise,Canora,Alberta
"53.55,-113.59",premise,Canora,Alberta
"53.55,-113.90",street_address,Spruce Grove,Alberta
"53.55,-113.91",premise,Spruce Grove,Alberta
"53.56,-0.02",street_address,Cleethorpes,England
"53.56,-0.03",street_address,Cleethorpes,England
"53.56,-0.08",premise,Grimsby,England
"53.56,-0.09",street_address,Grimsby,England
"53.56,-113.39",street_address,Beverly,Alberta
"53.56,-113.40",establishment,Edmonton,Alberta
"53.56,-113.41",street_address,Northeast Edmonton,Alberta
"53.56,-113.42",street_address,Northeast Edmonton,Alberta
"53.56,-113.43",street_address,Capilano,Alberta
"53.56,-113.44",street_address,Bellevue,Alberta
"53.56,-113.45",street_address,North Central Edmonton,Alberta
"53.56,-113.46",street_address,North Central Edmonton,Alberta
"53.56,-113.47",street_address,North Central Edmonton,Alberta
"53.56,-113.48",establishment,North Central Edmonton,Alberta
"53.56,-113.49",street_address,North Central Edmonton,Alberta
"53.56,-113.50",establishment,North Central Edmonton,Alberta
"53.56,-113.52",street_address,Prince Rupert,Alberta
"53.56,-113.53",establishment,Prince Rupert,Alberta
"53.56,-113.55",street_address,Northwest Edmonton,Alberta
"53.56,-113.56",establishment,Woodcroft,Alberta
"53.56,-113.57",street_address,111 Avenue Northwest,Alberta
"53.56,-113.58",street_address,Northwest Edmonton,Alberta
"53.56,-113.59",establishment,Northwest Edmonton,Alberta
"53.57,-0.06",street_address,Grimsby,England
"53.57,-0.07",street_address,Grimsby,England
"53.57,-0.08",street_address,Grimsby,England
"53.57,-0.09",street_address,Grimsby,England
"53.57,-0.10",premise,Grimsby,England
"53.57,-0.63",street_address,Scunthorpe,England
"53.57,-0.64",street_address,Scunthorpe,England
"53.57,-0.65",premise,Scunthorpe,England
"53.57,-113.37",route,Edmonton,Alberta
"53.57,-113.38",street_address,River Valley Rundle,Alberta
"53.57,-113.39",street_address,Beverly,Alberta
"53.57,-113.40",establishment,Beverly,Alberta
"53.57,-113.41",street_address,Beverly,Alberta
"53.57,-113.42",street_address,Highlands,Alberta
"53.57,-113.43",street_address,Highlands,Alberta
"53.57,-113.44",street_address,Highlands,Alberta
"53.57,-113.45",premise,Bellevue,Alberta
"53.57,-113.46",premise,North Central Edmonton,Alberta
"53.57,-113.47",street_address,North Central Edmonton,Alberta
"53.57,-113.48",premise,North Central Edmonton,Alberta
"53.57,-113.49",street_address,North Central Edmonton,Alberta
"53.57,-113.53",street_address,Prince Rupert,Alberta
"53.57,-113.55",street_address,Woodcroft,Alberta
"53.57,-113.56",street_address,Woodcroft,Alberta
"53.57,-113.57",establishment,Northwest Edmonton,Alberta
"53.57,-113.58",establishment,Garside Industrial,Alberta
"53.58,-0.65",premise,Scunthorpe,England
"53.58,-113.37",street_address,Northeast Edmonton,Alberta
"53.58,-113.38",establishment,Edmonton,Alberta
"53.58,-113.39",street_address,Northeast Edmonton,Alberta
"53.58,-113.43",premise,Northeast Edmonton,Alberta
"53.58,-113.44",establishment,Northeast Edmonton,Alberta
"53.58,-113.45",street_address,Yellowhead Corridor - East,Alberta
"53.58,-113.46",street_address,North Central Edmonton,Alberta
"53.58,-113.48",street_address,North Central Edmonton,Alberta
"53.58,-113.49",street_address,North Central Edmonton,Alberta
"53.58,-113.52",street_address,North Central Edmonton,Alberta
"53.58,-113.53",street_address,North Central Edmonton,Alberta
"53.58,-113.55",street_address,Northwest Edmonton,Alberta
"53.58,-113.56",street_address,Dovercourt,Alberta
"53.58,-113.57",establishment,Dominion Industrial,Alberta
"53.58,-113.58",premise,Northwest Edmonton,Alberta
"53.58,10.01",establishment,Hamburg-Nord,Hamburg
"53.58,10.02",street_address,Hamburg-Nord,Hamburg
"53.59,-0.64",street_address,Scunthorpe,England
"53.59,-0.65",street_address,Scunthorpe,England
"53.59,-113.37",street_address,Northeast Edmonton,Alberta
"53.59,-113.38",street_address,Kernohan,Alberta
"53.59,-113.39",premise,Belmont,Alberta
"53.59,-113.40",street_address,Belmont,Alberta
"53.59,-113.41",street_address,Homesteader,Alberta
"53.59,-113.42",establishment,Kennedale Industrial,Alberta
"53.59,-113.43",street_address,Kennedale Industrial,Alberta
"53.59,-113.44",establishment,Northeast Edmonton,Alberta
"53.59,-113.45",street_address,Northeast Edmonton,Alberta
"53.59,-113.46",establishment,Northeast Edmonton,Alberta
"53.59,-113.47",street_address,Northeast Edmonton,Alberta
"53.59,-113.48",street_address,Northeast Edmonton,Alberta
"53.59,-113.49",street_address,Northeast Edmonton,Alberta
"53.59,-113.50",premise,Northwest Edmonton,Alberta
"53.59,-113.51",establishment,Northwest Edmonton,Alberta
"53.59,-113.56",street_address,Northwest Edmonton,Alberta
"53.59,-113.57",street_address,Northwest Edmonton,Alberta
"53.59,-113.58",street_address,Mistatim Industrial,Alberta
"53.60,-1.90",postal_code,England,England
"53.60,-1.91",street_address,Marsden,England
"53.60,-113.36",route,Edmonton,Alberta
"53.60,-113.37",street_address,Northeast Edmonton,Alberta
"53.60,-113.38",street_address,Bannerman,Alberta
"53.60,-113.39",street_address,Hairsine,Alberta
"53.60,-113.40",street_address,Northeast Edmonton,Alberta
"53.60,-113.41",street_address,Northeast Edmonton,Alberta
"53.60,-113.42",street_address,York,Alberta
"53.60,-113.43",street_address,York,Alberta
"53.60,-113.44",premise,York,Alberta
"53.60,-113.45",premise,Kildare,Alberta
"53.60,-113.46",street_address,Kildare,Alberta
"53.60,-113.47",street_address,Northmount,Alberta
"53.60,-113.48",premise,Northmount,Alberta
"53.60,-113.49",establishment,Edmonton,Alberta
"53.60,-113.50",street_address,Griesbach,Alberta
"53.60,-113.51",street_address,Griesbach,Alberta
"53.60,-113.52",street_address,Carlisle,Alberta
"53.60,-113.56",street_address,Pembina,Alberta
"53.61,-113.35",street_address,Horse Hill,Alberta
"53.61,-113.36",street_address,Fraser,Alberta
"53.61,-113.37",street_address,Fraser,Alberta
"53.61,-113.38",street_address,Fraser,Alberta
"53.61,-113.39",street_address,Kirkness,Alberta
"53.61,-113.40",street_address,Ebbers,Alberta
"53.61,-113.41",street_address,Miller Boulevard Northwest,Alberta
"53.61,-113.42",street_address,Casselman,Alberta
"53.61,-113.43",street_address,Casselman,Alberta
"53.61,-113.44",premise,Northeast Edmonton,Alberta
"53.61,-113.45",establishment,Kilkenny,Alberta
"53.61,-113.46",street_address,Kilkenny,Alberta
"53.61,-113.47",street_address,Dickinsfield,Alberta
"53.61,-113.48",street_address,Dickinsfield,Alberta
"53.61,-113.49",premise,Dickinsfield,Alberta
"53.61,-113.50",street_address,Griesbach,Alberta
"53.61,-113.51",street_address,Griesbach,Alberta
"53.61,-113.52",street_address,Northwest Edmonton,Alberta
"53.61,-113.53",street_address,Northwest Edmonton,Alberta
"53.61,-113.54",street_address,Baranow,Alberta
"53.61,-113.55",street_address,Northwest Edmonton,Alberta
"53.61,-113.56",street_address,Northwest Edmonton,Alberta
"53.61,-113.57",street_address,Rampart Industrial,Alberta
"53.62,-113.40",premise,Brintnell,Alberta
"53.62,-113.41",street_address,Brintnell,Alberta
"53.62,-113.42",street_address,Hollick-Kenyon,Alberta
"53.62,-113.44",premise,Matt Berry,Alberta
"53.62,-113.45",premise,Lake District,Alberta
"53.62,-113.47",street_address,Lake District,Alberta
"53.62,-113.48",street_address,Lake District,Alberta
"53.62,-113.49",street_address,Lake District,Alberta
"53.62,-113.50",premise,Beaumaris,Alberta
"53.62,-113.51",street_address,Beaumaris,Alberta
"53.62,-113.52",street_address,Dunluce,Alberta
"53.62,-113.53",street_address,Dunluce,Alberta
"53.62,-113.54",street_address,126 Street Northwest,Alberta
"53.62,-113.55",premise,Oxford,Alberta
"53.62,-113.56",street_address,Carlton,Alberta
"53.62,-113.57",street_address,Rampart Industrial,Alberta
"53.63,-113.41",street_address,Cy Becker,Alberta
"53.63,-113.42",premise,Northeast Edmonton,Alberta
"53.63,-113.47",premise,Lake District,Alberta
"53.63,-113.48",street_address,Lake District,Alberta
"53.63,-113.49",premise,Lake District,Alberta
"53.63,-113.50",street_address,Baturyn,Alberta
"53.63,-113.51",street_address,Baturyn,Alberta
"53.63,-113.52",street_address,Northwest Edmonton,Alberta
"53.63,-113.53",street_address,Rapperswill,Alberta
"53.63,-113.54",street_address,Rapperswill,Alberta
"53.63,-113.55",street_address,Northwest Edmonton,Alberta
"53.64,-113.49",premise,Lake District,Alberta
"53.64,-113.50",street_address,Elsinore,Alberta
"53.64,-113.51",street_address,Chambery,Alberta
"53.65,-1.78",premise,⛉ Union Street,England
"53.65,-1.79",premise,Huddersfield,England
"53.67,-0.35",route,Barrow-upon-Humber,England
"53.67,-0.42",route,North Lincolnshire,England
"53.67,-0.43",street_address,Barton-upon-Humber,England
"53.67,-0.44",route,Barton-upon-Humber,England
"53.68,-0.42",premise,Barton-upon-Humber,England
"53.68,-0.43",street_address,Barton-upon-Humber,England
"53.68,-0.44",establishment,Brigg Road,England
"53.68,-0.45",premise,Barton-upon-Humber,England
"53.69,-0.43",street_address,Barton-upon-Humber,England
